Category,Label,Reviews,Sentiment,Emotion
Book,0,हृदय व समाज को झकझोर देने वाली किताब,positive,surprise
Book,0,मेरी बेटी अभी पढ़ना सीख रही है वो भी इसके हिज्जे पढ़ना चाहती थी लेकिन मैंने उसे पढ़ाने का साहस नहीं किया किताब बड़ी दिलचस्प है किस्सागोई का तरीका और संवाद बड़े ही दिलचस्प हैं मसलन विभा को लेकर एक संवाद है कि वो सुंदर तो है लेकिन उसका भी मामला कश्मीर जैसा ही है ये लेखक की क्रिएटिविटी को बताती है चैप्टर्स के आखरी में जो लौंडों को इल्हाम प्राप्त होता है वो बड़ा दिलचस्प है और पाठक के लिए भी डर के आगे जीत है की फीलिंग देता है कहानी या उपन्यास की सबसे ज्यादा दिलचस्पी किस्सागोई में होती है जो दुर्भाग्य से आजकल के साहित्य में मिसिंग है पाठक के लिए कहानी में किसी तरह की उत्सुकता नहीं होती  वो बीवी की चाय की तरह ही होती है जिसका अंत एक ही तरह के स्वाद में होता है लेकिन यहां कहानी रोलर कोस्टर की तरह आपको ले जाती है वाकई इस कहानी में घुसते ही आप जूरासिक पार्क की तरह के एडवेंचर पार्क में चले जाते हैं जहां एक के बाद एक दिलचस्प रोलर कोस्टर आपका वेट करते हैं लड़के एक दूसरे की खिंचाई जरूर करते हैं लेकिन इसके बावजूद उनमें बांडिंग गजब की है अभी किताब मेरे हाथ में नहीं हैं अन्यथा कुछ बुद्ध ज्ञान आपसे भी शेयर करता ,positive,happiness
Book,0,क्या जबर्दस्त किताब है सभी पात्रो के बीच अपने आप को महसूस कर रहा था पूरी किताब ख़तम किये बिना उठना बहुत मुश्किल है अभी तक की पढ़ी किताबो में सबसे बेहतरीन,positive,happiness
Phone,1,कैमरा A1 जैसा नहीं है,negative,sadness
Book,0,समाज की सच्चाई बयान की गई है,positive,happiness
Book,0,जय हो बाग़ी बलिया के बारे में जानने और समझने का एक सबसे अच्छा माध्यम होगी ये,positive,happiness
Book,0,व्यक्ति जीवन में महान अपने कर्मों से बनता है ना कि ऊँचे कुल में जन्म लेने से जो भी लोग महान बने हैं ज्ञान की गंगा में डुबकी लगाकर ही निकले है वो ज्ञान चाहे जो भी हो,neutral,other
Book,0,Oh my god...... कल्पना सक्ति की भी हद होती हैं लेकिन इस बुक मैं अपार सक्ति हैं कल्पना की जिस ढँग से सब्दो को जोड़ा गया ह वो अद्धभुत हैं म मेलुहा बुक पढ़ ने के बाद अपने आप को रोक नही पाया अन्य भाग को पढ़ ने के लिए इस क़िताब के लेखक को तहे दिल से धन्यवाद शायद कोई और ऐसी कल्पना नही कर सकता था,positive,happiness
Phone,1,Phone देखने में अच्छा है और फोटो लेने के लिए सही है  फोन ठीक है बट प्राइस ज्यादा है जैसे कि आपने बताया ,negative,sadness
Book,0,मजा आ गया...चल साधो...,positive,happiness
Book,0,अंकिता जी को पहली बार पढ़ा कहानियाँ छोटी पर मर्म को छूने वाली हैं किताब एक बार शुरू करने पर बीच में छोड़ने का मन नहीं होता कहानी ख़त्म होने पर भी ध्यान वहीं बना,positive,happiness
Phone,1,नोकिया के फोन हमेशासेही बेहत्तर रहे है लेकीन इनकी जो कीमत हैं वो थोडी ज्यादा होती हैं. नोकिया 2720 ने पुरानी यादे ताजा कर दीं!!,negative,sadness
Phone,1,घटिया डिलेवरी सर्विस अमेज़न की दिन बाद मिलता है प्रोडक्ट तब तक कॉल कर कर के खून,negative,disgust
Book,0,बिजनेस क्षेत्र के लिए काफी अच्छा ज्ञान,positive,happiness
Book,0,बहुत ही बेहतरीन!,positive,happiness
Book,0,भारतीय समाज की दुर्दशा का सटीक चित्रण दुर्दशा के कारक शताब्दी से अधिक समय बीतने और स्वराज आने पर भी ज्यों के त्यों हैं,neutral,other
Book,0,कहानियाँ नहीं हैं सब किस्से हैं जो हमारे आसपास होते हैं हैं उन्हीं के सब हिस्से हैं एक बार जरूर पढ़े दिल को सुकून मिल जाएगा कहीं आंखे गीली होगी तो कहीं सोचने पर मजबूर कर देंगी,positive,happiness
Book,0,राम ही राम,neutral,other
Book,0,मेरी रुचि अर्थशास्त्र में रही है मेरे सभी डाउट इस पुस्तक ने समाप्त कर दिए प्रतियोगी परीक्षाओं की तैयारी करने वालों के लिए काफी अच्छी पुस्तक है यू.पी.एस. सी. और स्टेट पी. एस. सी.की तैयारी करने वालों के लिए काफी अच्छा है,positive,happiness
Book,0,प्यार भरी बातो से भरी छोटी सी pocket size कहानियों की किताब ...,positive,happiness
Book,0,काग़ज़ के महल किताब कवि रवि के द्वारा बहुत ही सुन्दर वा सटीक तरीका से प्रस्तुत की गई हैं इसमें बहुत सी ऐसी चीजे हैं जिसके बहुत गहरे मायने है अतः काफी हद तक महसूस किया जा सकता है बहुत सुंदर कवर है जो अंदर के कंटेंट से पूरा मेल खाता हैं साथ ही साथ विषय भी सटीक चुना गया है किताब पढ़कर बहुत आनन्द आया और बाकी लोगो को भी इसके पढ़के आनन्द लेने की सलाह देती हूं उम्मीद करती हूं आप भी इसको पुरा आनन्द लेके पढ़े,positive,happiness
Book,0,लोगो के प्रसंशक बने भक्त नहीँ,neutral,other
Book,0,रोम रोम में प्रेम एवं आनन्द की पराकाष्ठा का अनुभव करते हैं,positive,happiness
Book,0,पढ़ना एक व्यसन है. उपरोक्त Quote मैंने इसी किताब से लिया है. अगर आपको पढ़ने का व्यसन है या सरल भाषा में कहें की पढ़ने का नशा है तो ये किताब आपके उस नशे की खुराक को अच्छी तरह से पूरी करती है.जिस तरह से इस कहानी का ताना बाना बुना गया है उसमे लगता है की पूरी किताब को एक ही बैठक में पूरी कर दें. मगर ऐसा करना संभव नहीं है. हर थोड़ी देर में आप अपने पढ़ने की प्रक्रिया को रोक कर पढ़ चुके घटनाओं का मज़ा लेने लगेंगे. पढ़ चुके नशे का आनंद लेने लगेंगे. मैंने इस किताब को सिर्फ चार दिन में पढ़ कर पूरा कर लिया. चार दिन को चार बैठक ही मानना होगा. चार बैठक में ही पूरी किताब को पढ़ डाला वो भी सोने से पहले. समय होता तो शायद मैं लगातार पढता रहता जब तक की आखरी पृष्ठ तक ना पहुँच जाता है.घटनाओं का चित्रण इतना सजीव है की घटनाएं आँखों के सामने घटती हुई प्रतीत होती हैं. कभी कभी तो आप उन घटनाओं के साथ अपनी कल्पना भी जोड़ने लगेंगे.अपनी कहानी में पाठक को भी सम्मिलित कर लेना किसी भी कहानी का सफलतम चरण होता है.कहानी की भाषा में जो ठहराव है हिंदी के शब्दों का प्रयोग है वो अतुलनीय है. लेखक इसके लिए बधाई का पात्र है. किताब के बैक कवर पर लेखक विवेक कुमार की जो तस्वीर है उस तस्वीर देख कर यकीं नहीं होता की क्या यही वो नौजवान लेखक है जिसकी भाषा शैली इतनी परिपक्व है. मगर प्रत्यक्ष को प्रमाण की जरुरत नहीं होती है और परिपक्वता को उम्र के तराजू में नहीं तौला जा सकता.किताब में दिए गये नक्से में जम्बू द्वीप के दक्षिण के क्षेत्र का नक्सा वर्तमान दक्षिण भारत के नक्से जैसे ही लगता है ६३०० वर्ष पहले की काल खंड में दक्षिण भारत हिस्सा समुद्र के अन्दर और भी ज्यादा फैला हुआ होगा. चुकी कहानी में उस हिस्से की कोई चर्चा नही की गयी है इसलिए उस हिस्से पर किसी का ध्यान नहीं गया हो सकता है.मैं चाहता हूँ कि इस किताब की तुलना चन्द्रकान्ता से करू चंद्रकांता संतति से करू अमिश त्रिपाठी जी के लिखे उपन्यासों से करूँ आचार्य चतुरसेन की किताबों से करू Game of Thrones से करूँ मगर मैं करूँगा नहीं क्योंकि ये किताब अपने आप में एक मिशाल बनने वाली है. मुझे इसके दुसरे अंक का बहुत बेसब्री से इंतजार है...सामान्यतः ऐसी कहानियाँ पहले इंग्लिश में छपती हैं बाद में हिंदी में अनुवाद होती हैं. मगर इस बार उल्टा होने वाला है. लगभग साढ़े चार सौ पन्ने की किताब इतने कम मूल्य पर अपने आप में एक अजूबा है.अर्थला को best seller की पंक्ति में खड़े होने के लिए विवेक कुमार को अग्रिम,positive,happiness
Book,0,दिलों को बांध कर रखें हो तो खोलने का ज़रिया हैं ये क़िताब,positive,happiness
Book,0,सुन्दर सटीक किताब,positive,happiness
Headphones,1,चाइनीज है साउंड बेकार   ,negative,disgust
Book,0,लेखक की लेखनी से निकल पाठक तक पहुँचने वाली किताबों मे से....,positive,happiness
Book,0,चाहते है तो मेरे खयाल से इस से बेहतर कोई किताब आपको नहीं मिलेगी और साथ ही आप जानेंगे की सिर्फ अपनी सोच के कारण ही आप ने अपनी जिंदगी में क्या खोया है,positive,happiness
Book,0,अदभुत क़िताब है भारत के लिए जानने के लिए,positive,happiness
Book,0,सत्य सर आप क्या लिखते है आप मज़ा आ जाता है पढ़ करअब अगली किताब का इंतजार है,positive,happiness
Book,0,एक बार सबको पढ़नी चाहिए,positive,happiness
Book,0,इससे अच्छी किताब मैने आज तक नही देखी पेज की quality भी बहुत ही शानदार है,positive,happiness
Book,0,ये पुस्तक पढ़ने से पूर्व गांधी के बारे में मेरे विचार ज्यादा अच्छे नहीं थे पर अब इसे पढ़ने के बाद मैं निश्चित तौर पर कह सकता हूँ की गाँधी एक पवित्र और सच्चे इंसान थे उनका पूरा जीवन ही अंहिसा और प्रेम का दर्पण रहा है वो किसी का अहित कर ही नहीं सकते थे ज्यादातर आत्मकथाओं में लोग खुद का महिमामंडन ज्यादा करते है एवं अपने जीवन में की गयी गलतियों को छुपाने या खुद को सही साबित करने का प्रयास करते है पर गाँधीजी ने एक मासूम बच्चे की तरह अपने पुरे जीवन को एकदम निर्दोषता के साथ पूर्ण सत्य के साथ सबके सामने रखा है सभी को ये पुस्तक अवश्य पढ़नी चाहिए,positive,happiness
Book,0,कुछ कुछ हिस्सों में बहुत ही प्यारा लेखन कहीं कहीं पर ऐसा लगता है कहानी के साथ और भी तेजी से बह जाना चाहता हूँ कई लाइनें बहुत ही सशक्त और सटीक बातें वही हैं पर कहने के तरीके ने जान डाल दी है बहुत ही बढ़िया दिव्य भैया काफी देर से पढ़,positive,happiness
Book,1,स्टोरी ठीक है लेकिन पहले की तुलना में बराबर नही बैठती,negative,sadness
Book,0,कल्पना सक्ति की भी हद होती हैं लेकिन इस बुक मैं अपार सक्ति हैं कल्पना की जिस ढँग से सब्दो को जोड़ा गया ह वो अद्धभुत हैं म मेलुहा बुक पढ़ ने के बाद अपने आप को रोक नही पाया अन्य भाग को पढ़ ने के लिए इस क़िताब के लेखक को तहे दिल से धन्यवाद शायद कोई और ऐसी कल्पना नही कर सकता था इस किताब के बारे मे जितना लिखा जाए वो भी कम ह fantastic,positive,happiness
Phone,1,सच मे overprice हैं ,negative,sadness
Book,0,ये किताब आपको ग्रामीण भारत से रूबरू कराते हुए एक ऐसी यात्रा पर ले जाती है जो डराती है पर सच्चाई से अवगत भी कराती है,positive,happiness
Book,0,भारतीय की सामरिक व्यवस्था का चित्रण और हुंकार भरती हुयी एक रचना सोये हुए पौरुष को जगाने वाली कविता कुछ हद तक आज के लिए भी उपयोगी,neutral,happiness
Book,0,इसको नहीं पढ़ा तो कुछ नहीं पढ़ा,positive,happiness
Book,0,ये किताब बहुत की आत्मविश्वास को बढ़ाती है इसका सम्बन्ध किसी जाती या धर्म से नहीं है सभी को गीता अध्यन करनी चाहिए!,positive,happiness
Book,0,बनारस और विश्वविद्यालय इसके सिवा रखा क्या है सोचा लिख दूँ इस किताब को आप fiction कहते होंगे पर मेरे लिए ये मेरी जिंदगी का हिस्सा है एक ऐसा किस्सा है जो मुझे जानने वाले जानते है कितना सच्चा है बाकी सब,positive,happiness
Phone,0,Sir जी इस फ़ोन मैं क्या dual aap का ऑप्शन है?  क्या इसमें फेसलॉक नहीं है ,neutral,other
Book,0,बोलने के तरीके को निखार दिया,positive,happiness
Phone,0,सर आप खुद एक स्मार्टफोन कंपनी क्यों नहीं बना लेते हो उसमें सभी प्रोडक्ट मेड इन इंडिया होने चाहिए आइडिया अच्छा लगे तो सब्सक्राइब माय चैनल   ,neutral,other
Phone,0,कौन कौन चाहता है कि इसके फ़िंगर्प्रिंट स्कनेर से फ़ाइअरिंग होना चाहिए #PUBG में,neutral,other
Phone,1,"भाई रिंग जैरी एवरीथिंग ने पोस्टमार्टम किया है, इस फोन का , कुछ नही है, सेमसंग ने c बनाया है, कोई ग्लास नही है, डिस्प्ले प्लास्टिक,फालतू है ये मोबाइल",negative,anger
Book,0,जॉन एलिया महबूब शायर हैं,neutral,happiness
Book,0,इस किताब का ज्ञान गीता पर आधारित है,neutral,other
Book,0,प्रेम हर मज़हब का एक अंग है जबकि इसे खुद ही एक मज़हब होना था चौरासी एक प्रेम कहानी है कहानी ऋषि और मनु की कहानी साल की चौरासी गज़ब है बनारस टॉकिज और दिल्ली दरबार को चौरासी ने काफ़ी पीछे छोड़ दिया है बहुते ही बढ़िया लिखे हैं Satya Vyas ऋषि का मनु का इनके बीच के प्रेम का और प्रेम का जो वर्णन है शब्दों को पिरो कर जो प्रेम कहानी लिखी है और इस प्रेम कहानी के बीच साल के त्रासदी का जो वर्णन है वो बहुत ही बढ़िया है लग रहा था कि सब आंखों के सामने हो रहा है प्रेम को तथा प्रेमियों के मन को जिस तरह भइया ने शब्दों में पिरोया है वो एकदम से गज़ब है!चौरासी को पढ़िए जरूर पढ़िए ये नई वाली हिंदी है और बहुत ही बेहतरीन है,positive,happiness
Book,0,बहुत ईमानदार लेखन है सत्य जी का ईमानदार इसलिए क्योंकि ये जहाँ की बात करते हैं ( इस किताब में बलिया ) इनके किरदार भी फिर वहीं की भाषा बोलते हैं वेश परिवेश सब सजीव लगने लगता है इसे सत्य व्यास का शोध कहें या ज्ञान जो भी है लेकिन यह अच्छा है बाग़ी बलिया पढ़ते हुए एक समय ऐसा आता है जब आप बाकी सब भूल के पहले किताब खत्म करना चाहते हैं फिर एक समय ऐसा भी आता है जब आपको कुछ अंदाजा लग जाता है कि आगे शायद ऐसा हो जहाँ आज के तथाकथित महान फिल्मकार सांकेतिक रूप से अपनी फ़िल्मों के माध्यम से समाज के विभिन्न वर्गों को एक दूसरे के प्रति भड़काने लड़ाने का कुप्रयास करके फर्क़ लाने का दावा कर रहे हैं और एक वर्ग विशेष की वाहवाही लूट रहे हैं वहीं सत्य व्यास की इस कहानी में कहीं ना कहीं सामाजिक समरसता का संदेश अंतर्निहित है जितनी सहजता से रफीक़ और संजय राम और इस्लाम पे व्यंग्य करते हैं यह लिखना ही हिम्मत का काम है सबसे सुन्दर बात जो आप इस किताब में पायेंगे वो यह कि आज वेब पर या फिल्मों में ही जाने कितना कंटेंट ऐसे छोटे शहरों की कहानियों से भरा हुआ है लेकिन उनमें इस किताब जैसी नैसर्गिकता नहीं है हो सकता है लेखन के स्तर पर वे ऐसे ही ईमानदार बने हों लेकिन अंततोगत्वा वे बनावटी हो ही जाते हैं मुख्य रूप से भले ही ये जय और वीरू की कहानी लगे लेकिन अन्य पात्र भी अपनी उपस्थिति महसूस कराते हैं और यहाँ लेखक एक बार फिर जीत जाता है एक जगह एक मीम आता है उसे पढ़ कर मेरा दोस्त कहता है अब मीम साहित्य हो गया ? मैंने कहा साहित्य समाज का दर्पण है अगर मीम समाज का हिस्सा हो सकता है तो साहित्य का क्यों नहीं कुल मिलाकर एक झटके में खत्म करने वाली किताब है पढ़ जाइये,positive,happiness
Phone,1,मुझे इस फोन में अमोलेड डिस्प्ले पसंद आया 128 जब कि इंटरनल  मोबाइल का कलर पसंद आया लेकिन इसमें जो प्रोसेसर दिया है हेलिओ वो नही पसंद आया प्राइस के हिसाब किया जाय तो फिर A50s अछा है ,negative,sadness
Book,0,क्या गजब कहानी बुनी गई है बोकारो का प्रेम और के दंगों से सम्बंध जिस तरह से बनाया गया है काबिलेतारीफ है एक पढ़ने वाली किताब,positive,happiness
Phone,0,सर आप इनबॉक्स में सबसे धांसू और सबसे बेहतरीन तरीका से करते हो आज की डिस्प्ले की सबसे अच्छी है प्राइस थोड़ी कम होनी चाहिए ऐसे भी इंडिया के मोबाइल यूज करना चाहिए ,positive,happiness
Book,0,जीवन में सब कुछ बना बनाया नहीं मिलता.. हमें जीवन को बनाना होता है... जीवन को सजाना होता है...कमियां तबतक कमियां हैं जबतक हम उसे अपनी कमियां मानते हैं.. जीत मुमकिन है.. बस विश्वास रूपी विटामिन की कमी न हो..यह पुस्तक विश्वास रूपी विटामिन की कमी दूर करता है..,positive,happiness
Book,0,पाठक सर के भाषा शैली के हम फैन हो गए एवम हर किसी ऐसे व्यक्ति जिसका ज़मीर और ईमान दशमलव प्रतिशत में भी जिंदा होगा वह इस किताब को पढ़ने के बाद अपने जीवन एवम जीवन शैली में एक बदलाव ज़रूर वापस लायेगा,positive,happiness
Book,0,कथ्य और शिल्प दोनों ही बेजोड़ है,positive,happiness
Book,1,जिस पैकेट में उन्होंने पैक करके भेजा था वह तो पूछो ही मत बस किताब पे पतली सी कागज चढ़ाई है और टेप लगाकर भेज दिया मुझे लगा कि यह दूसरे नोबेल की तरह होगा जैसे अन्य कंपनियां प्रकाशित करती है उसकी पेज क्वालिटी और उस पर लिखा हुआ और कवर पेज सब कुछ जबरदस्त होता है पर वैसा नहीं निकला इस बात से मैं बहुत नाराज हूं,negative,sadness
Book,0,यह पुस्तक विश्वास रूपी विटामिन की कमी दूर करता है..,positive,happiness
Book,0,अगर आपको पढ़ने का नशा है तो आओ सही जगह है सत्य सर् की बुक आप को अपने साथ मचलने पर मजबूर कर देती है just go for it writing as presnt scnrio मुँहपेलाई मत करो बे हंसा हंसा कर मार दोगे बे i,positive,happiness
Book,0,बेस्ट बुक best book,positive,happiness
Book,0,रुक जाना नहीं ...यह महज़ एक क़िताब नहीं है बल्कि यह आपकी ज़िंदगी का मूल मंत्र बन जाता है जब आप इसे पढ़ते हुए आखिरी पन्ने तक पहुँचेंगे सिविल सेवा की तैयारी के दौरान ज़िंदगी और दिमाग में हर पल अजीब सी उठापटक चलती रहती है एक पल फूल चार्ज तो अगले ही पल एकदम लो लेकिन निशांत जैन जी ने जितने अच्छे ढंग से इस किताब में हर उन मानसिक चुनौतियों से निपटने के जो तार्किक गुर दिए हैं वह किसी संजीवनी से कम नहीं है,positive,happiness
Book,0,सत्य व्यास जी जो मेरी समझ में नई वाली हिंदी के शीर्ष लेखकों में पहले ही शुमार हैं ने एक और अनमोल किताब बागी बलिया पेश की है!पहली तारीफ तो ये कि इस किताब की कवर ही आपको इतना आकर्षित कर लेगी की आप इसे पूरा पढ़े बिना नहीं रह पाएंगे!किताब बालियां जैसे ऐतिहासिक शहर को पृष्ठभूमि में रखकर लिखा गया है! जिसमें बलिया एकमात्र शहर ही नहीं अपितु एक सम्पूर्ण चरित्र की तरह नुमाया है!दूसरे इसे स्टूडेंट पॉलिटिक्स जैसे विषय पर लिखा गया और दोस्ती और अन्य मानवीय चरित्रों को पूरे आत्मीयता से उकेरा गया है!संजय रफीक ज्योति उजमा बिरजू नसीम डाक साहब आपको आपके आसपास के किरदार मालूम होते हैं!संजय रफीक की दोस्ती रफीक ज्योति का भाई बहन का प्यार बिरजू नसीम का आज्ञाकारी होना!अनुपम और झुंना भईया की राजनीतिहर एक किरदार अपने आप में इतना सम्पूर्ण और अपने मे इतनी बारीकियां लपेटे है कि लगता है कि घटनाएं एक एक कर आपकी आंखों के सामने घट रहीं हो!सत्य व्यास जी ने बनारस टॉकीज दिल्ली दरबार चौरासी से जो उम्मीदें जगाईं थी उसे और प्रभावी रूप से आगे बढ़ाया है!शुरू करने की देर है आप बिना खत्म किये उठ ना सकेंगे!जरूर जरूर पढ़ें! रुद्रल,positive,happiness
Book,0,इसकी कीमत में काफी अंतर है,neutral,other
Book,0,एक नायाब कृति सभी को पढ़ना चाहिए अपने इतिहास और गौरवशाली पूर्वजों के विषय मे सहजता से अनुमान लगाया जा सकता है कि वे कितने सक्षम थे,positive,happiness
Book,0,खुदरंग जॉन एलिया,positive,happiness
Book,0,सब याद रखा जाएगा,neutral,other
Book,0,मस्त है एक दम..ब्लैकन वाइट जमाने की सैर करवाती है !!खासकर गौरव सोलकी जी की लेखनी क़ाबिले तारीफ है !!,positive,happiness
Book,0,शानदार ज़बरदस्त ज़िंदाबाद,positive,surprise
Book,0,गाथा जारी है,neutral,other
Book,0,बेहद उम्दा,positive,happiness
Book,0,आज भी समसामयिक है पढ़ते समय प्रतित होता है जैसे आज की घटनाओं पर कुठाराघात हो,neutral,other
Phone,0,गुरुजी कोई ऐसा फोन नहीं होगा गुरुजी लॉन्च जो 6000 के अंदर हो ओर अच्छा हो 2020 में कुछ नए फीचर्स हो ओर फोटो भी ठीक ठाक ली जा सके।,neutral,other
Book,0,इस किताब के बारे मे जितना लिखा जाए वो भी कम ह fantastic fabulous,positive,happiness
Book,0,रज्जो के लिऎ,neutral,other
Book,0,बहुत ही अच्छा रिज़ल्ट है इस दौर का अनुसरण कर सकते हैं गांधी के बारे में,positive,happiness
Book,0,मसाला चाय पढ़ने के बाद बेसब्री से इंतजार था अगली किताब पढ़ने का आज पढ़ी किताब बहुत ही उम्दा और खूबसूरत किताब पढ़ते पढ़ते अंत में ऐसा लगा कि काश ये किताब खत्म नहीं होती बस पढ़ता ही रहूं बहुत बढ़िया प्रेम कहानी है यह सामाजिक सरोकार व ख़ुद की तलाश में सुदीप व चित्रा की प्रेम कहानी है,positive,happiness
Book,0,पाप पुण्य के निर्धारण को समाज या परिवारों में जितनी स्पष्टता के साथ प्रचारित प्रसारित किया जाता है संबंधित भ्रमों को उजागर करने के लिए लेखक ने भी पाप पुण्य पर उतनी ही स्पष्टता के साथ उपन्यास लिखा है,positive,happiness
Book,0,पुस्तक बेहद पसंद आएगी ये पुस्तक हर उस व्यक्ति को पढ़नी चाहिए जो जिज्ञासु है,positive,happiness
Book,0,पैसे के बारे में हमारे नजरिये को बदलती हैं बहुत अच्छी book है   एक बार जरूर पढ़नी चाहिए ,positive,happiness
Phone,1,मे तो यही कहता हूँ की. जो लोग ऐसे smartphones को बनाते है. उनको फोन मै सुधार करनी चाहिए. Radiation की तरफ ध्यान देना चाहिए. क्यो कि Radiation की वजह से nature को और पंछी यो को बहोत मुश्किले झेलनी पड़ रही है ,negative,sadness
Book,0,कुल्हड़ भर इश्क़ काशिश्कजनाब कौशलेंद्र भाई साहब को अपने पापा के दिये नाम से इतना प्यार है कि अपने पहले उपन्यास का नाम भी अपने नाम के पहले अक्षर से शुरू किया है किताब कुल मिलाकर पेज की है जो छोटे छोटे कई चैप्टर में बटीं है प्यार के साथ साथ कुछ दार्शनिक बातें भी की है रोली और सुबोध ने बनारस और खासकर बीएचयू पर होने के बावजूद इस पूरी किताब में गाली है वो भी अपने अंदाज में अब आते हैं कहानी पर कुल मिलाकर चार पात्र है जो आपको अंतिम तक पकड़ कर रखेंगे बेचारा आशिक़ सुबोध जितना शर्मीला है तो रोली उतनी ही खुले मिज़ाज की जो हर समय बस सुबोध जी को छेड़ने में लगी रहती है अष्टावक्र और ज्योतिप्रकाश एक दूसरे से इतना मजा लेते है कि कहानी प्यार से हसीं तक चली जाती है छोटे भैया का रौद्र रूप बेचारे सुबोध के पिछवाड़े से धुआं निकालने के लिए काफी था और उनकी शर्त तो उनकी प्यार भरी दुनिया मे आग लगाने के लिएहिन्दयुग्म से प्रकाशित यहबाकी उनकी शर्त क्या थी ? क्या वह पूरी हुई ? इन सब जबाबों के उत्तर तो आपको किताब में ही मिलेंगे उसके लिए जरूर पढ़िए,positive,happiness
Book,0,प्रेमचंद जी की लेखनी के क्या कहने समाज की समस्याओं को आसानी से उठाना एवं उनका अच्छी है लेकिन इसके कवर्स बहुत ही बेकार है... लेकिन फिर भी अच्छा है...,positive,happiness
Phone,1,ये तो honor 9x की तरह ही लग रहा है बेकार फ़ोन हैं   ,negative,disgust
Phone,1,Samsung वाले सुधरे गे नहीं  देश में boycott China product मुहिम चल रहा है  और samsung अपने product महंगे में बेच रहा हैं और पुराने variant chipset के साथ  ,negative,disgust
Book,0,बेहतरीन! सीधे दिल को छू गयी,positive,happiness
Book,0,श्रीमद्भगवद्गीता गीता यथारूप हर किसींको जिसके जीवन मे दुःख हो या चाहे सुखं,neutral,other
Book,0,इस उपन्यास के लिए मेरे पास कोई शब्द नही है कहानी ह्रदय को छू गई thank you so,positive,happiness
